OfficialNames,CanonicalSmiles,uM
Traditional Herbal Isolate=evodiamine,CN1c2ccccc2C(=O)N3C1c4c(c5ccccc5[nH]4)CC3,2.78
Traditional Herbal Isolate=evodiamine,CN1c2ccccc2C(=O)N3C1c4c(c5ccccc5[nH]4)CC3,5.56
Traditional Herbal Isolate=evodiamine,CN1c2ccccc2C(=O)N3C1c4c(c5ccccc5[nH]4)CC3,11.11
Traditional Herbal Isolate=evodiamine,CN1c2ccccc2C(=O)N3C1c4c(c5ccccc5[nH]4)CC3,22.22
FDA Approved Drug=EMEDASTINE DIFUMARATE,CCOCCn1c2ccccc2nc1N3CCC[NH+](CC3)C,1.39
FDA Approved Drug=EMEDASTINE DIFUMARATE,CCOCCn1c2ccccc2nc1N3CCC[NH+](CC3)C,2.78
FDA Approved Drug=EMEDASTINE DIFUMARATE,CCOCCn1c2ccccc2nc1N3CCC[NH+](CC3)C,5.56
FDA Approved Drug=EMEDASTINE DIFUMARATE,CCOCCn1c2ccccc2nc1N3CCC[NH+](CC3)C,11.11
FDA Approved Drug=EMEDASTINE DIFUMARATE,CCOCCn1c2ccccc2nc1N3CCC[NH+](CC3)C,22.22
FDA Approved Drug=CLOFARABINE,c1nc2c(nc(nc2n1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N,1.39
FDA Approved Drug=CLOFARABINE,c1nc2c(nc(nc2n1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N,2.78
FDA Approved Drug=CLOFARABINE,c1nc2c(nc(nc2n1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N,5.56
FDA Approved Drug=CLOFARABINE,c1nc2c(nc(nc2n1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N,11.11
FDA Approved Drug=CLOFARABINE,c1nc2c(nc(nc2n1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N,22.22
NPC Approved Name=glyclopyramide,c1cc(ccc1S(=O)(=O)[N-]C(=O)N[NH+]2CCCC2)Cl,1.39
NPC Approved Name=glyclopyramide,c1cc(ccc1S(=O)(=O)[N-]C(=O)N[NH+]2CCCC2)Cl,2.78
NPC Approved Name=glyclopyramide,c1cc(ccc1S(=O)(=O)[N-]C(=O)N[NH+]2CCCC2)Cl,5.56
NPC Approved Name=glyclopyramide,c1cc(ccc1S(=O)(=O)[N-]C(=O)N[NH+]2CCCC2)Cl,11.11
NPC Approved Name=glyclopyramide,c1cc(ccc1S(=O)(=O)[N-]C(=O)N[NH+]2CCCC2)Cl,22.22
NPC Approved Name=iodohippurate sodium i 125,c1ccc(c(c1)C(=O)NCC(=O)[O-])[125I],1.39
NPC Approved Name=iodohippurate sodium i 125,c1ccc(c(c1)C(=O)NCC(=O)[O-])[125I],2.78
NPC Approved Name=iodohippurate sodium i 125,c1ccc(c(c1)C(=O)NCC(=O)[O-])[125I],5.56
NPC Approved Name=iodohippurate sodium i 125,c1ccc(c(c1)C(=O)NCC(=O)[O-])[125I],11.11
NPC Approved Name=iodohippurate sodium i 125,c1ccc(c(c1)C(=O)NCC(=O)[O-])[125I],22.22
FDA Approved Drug=IOFETAMINE HYDROCHLORIDE I-123,CC(C)[NH2+]C(C)Cc1ccc(cc1)[123I],1.39
FDA Approved Drug=IOFETAMINE HYDROCHLORIDE I-123,CC(C)[NH2+]C(C)Cc1ccc(cc1)[123I],2.78
FDA Approved Drug=IOFETAMINE HYDROCHLORIDE I-123,CC(C)[NH2+]C(C)Cc1ccc(cc1)[123I],5.56
FDA Approved Drug=IOFETAMINE HYDROCHLORIDE I-123,CC(C)[NH2+]C(C)Cc1ccc(cc1)[123I],11.11
FDA Approved Drug=IOFETAMINE HYDROCHLORIDE I-123,CC(C)[NH2+]C(C)Cc1ccc(cc1)[123I],22.22
Traditional Herbal Isolate=vicine,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)Oc2c([nH]c(nc2=O)N)N)O)O)O)O,1.39
Traditional Herbal Isolate=vicine,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)Oc2c([nH]c(nc2=O)N)N)O)O)O)O,2.78
Traditional Herbal Isolate=vicine,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)Oc2c([nH]c(nc2=O)N)N)O)O)O)O,5.56
Traditional Herbal Isolate=vicine,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)Oc2c([nH]c(nc2=O)N)N)O)O)O)O,11.11
Traditional Herbal Isolate=vicine,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)Oc2c([nH]c(nc2=O)N)N)O)O)O)O,22.22
FDA Approved Drug=ENTACAPONE,CCN(CC)C(=O)/C(=C/c1cc(c(c(c1)O)[O-])[N+](=O)[O-])/C#N,1.39
FDA Approved Drug=ENTACAPONE,CCN(CC)C(=O)/C(=C/c1cc(c(c(c1)O)[O-])[N+](=O)[O-])/C#N,2.78
FDA Approved Drug=ENTACAPONE,CCN(CC)C(=O)/C(=C/c1cc(c(c(c1)O)[O-])[N+](=O)[O-])/C#N,5.56
FDA Approved Drug=ENTACAPONE,CCN(CC)C(=O)/C(=C/c1cc(c(c(c1)O)[O-])[N+](=O)[O-])/C#N,11.11
FDA Approved Drug=ENTACAPONE,CCN(CC)C(=O)/C(=C/c1cc(c(c(c1)O)[O-])[N+](=O)[O-])/C#N,22.22
Traditional Herbal Isolate=hydroxypeucedanin,CC(C)([C@@H](COc1c2ccc(=O)oc2cc3c1cco3)O)O,1.39
Traditional Herbal Isolate=hydroxypeucedanin,CC(C)([C@@H](COc1c2ccc(=O)oc2cc3c1cco3)O)O,2.78
Traditional Herbal Isolate=hydroxypeucedanin,CC(C)([C@@H](COc1c2ccc(=O)oc2cc3c1cco3)O)O,5.56
Traditional Herbal Isolate=hydroxypeucedanin,CC(C)([C@@H](COc1c2ccc(=O)oc2cc3c1cco3)O)O,11.11
Traditional Herbal Isolate=hydroxypeucedanin,CC(C)([C@@H](COc1c2ccc(=O)oc2cc3c1cco3)O)O,22.22
Traditional Herbal Isolate=vanilloin,COc1cc(ccc1O)C(C(=O)c2ccc(c(c2)OC)O)O,1.39
Traditional Herbal Isolate=vanilloin,COc1cc(ccc1O)C(C(=O)c2ccc(c(c2)OC)O)O,2.78
Traditional Herbal Isolate=vanilloin,COc1cc(ccc1O)C(C(=O)c2ccc(c(c2)OC)O)O,5.56
Traditional Herbal Isolate=vanilloin,COc1cc(ccc1O)C(C(=O)c2ccc(c(c2)OC)O)O,11.11
Traditional Herbal Isolate=vanilloin,COc1cc(ccc1O)C(C(=O)c2ccc(c(c2)OC)O)O,22.22
Indian Approved Name=flupirtine,CCOC(=O)Nc1ccc(nc1N)NCc2ccc(cc2)F,1.39
Indian Approved Name=flupirtine,CCOC(=O)Nc1ccc(nc1N)NCc2ccc(cc2)F,2.78
Indian Approved Name=flupirtine,CCOC(=O)Nc1ccc(nc1N)NCc2ccc(cc2)F,5.56
Indian Approved Name=flupirtine,CCOC(=O)Nc1ccc(nc1N)NCc2ccc(cc2)F,11.11
Indian Approved Name=flupirtine,CCOC(=O)Nc1ccc(nc1N)NCc2ccc(cc2)F,22.22
Traditional Herbal Isolate=bigelovin,C[C@@H]1C[C@H]2[C@H]([C@@H]([C@]3([C@H]1C=CC3=O)C)OC(=O)C)C(=C)C(=O)O2,1.39
Traditional Herbal Isolate=bigelovin,C[C@@H]1C[C@H]2[C@H]([C@@H]([C@]3([C@H]1C=CC3=O)C)OC(=O)C)C(=C)C(=O)O2,2.78
Traditional Herbal Isolate=bigelovin,C[C@@H]1C[C@H]2[C@H]([C@@H]([C@]3([C@H]1C=CC3=O)C)OC(=O)C)C(=C)C(=O)O2,5.56
Traditional Herbal Isolate=bigelovin,C[C@@H]1C[C@H]2[C@H]([C@@H]([C@]3([C@H]1C=CC3=O)C)OC(=O)C)C(=C)C(=O)O2,11.11
Traditional Herbal Isolate=bigelovin,C[C@@H]1C[C@H]2[C@H]([C@@H]([C@]3([C@H]1C=CC3=O)C)OC(=O)C)C(=C)C(=O)O2,22.22
Traditional Herbal Isolate=3-o-demethylhernandifoline,CCOP(=S)(OCC)Oc1cc(nc(n1)C(C)C)C,1.39
Traditional Herbal Isolate=3-o-demethylhernandifoline,CCOP(=S)(OCC)Oc1cc(nc(n1)C(C)C)C,2.78
Traditional Herbal Isolate=3-o-demethylhernandifoline,CCOP(=S)(OCC)Oc1cc(nc(n1)C(C)C)C,5.56
Traditional Herbal Isolate=3-o-demethylhernandifoline,CCOP(=S)(OCC)Oc1cc(nc(n1)C(C)C)C,11.11
Traditional Herbal Isolate=3-o-demethylhernandifoline,CCOP(=S)(OCC)Oc1cc(nc(n1)C(C)C)C,22.22
NPC Approved Name=isocaine,C[NH+]1C2CCC1[C@H]([C@H](C2)OC(=O)c3ccccc3)C(=O)OC,1.39
NPC Approved Name=isocaine,C[NH+]1C2CCC1[C@H]([C@H](C2)OC(=O)c3ccccc3)C(=O)OC,2.78
NPC Approved Name=isocaine,C[NH+]1C2CCC1[C@H]([C@H](C2)OC(=O)c3ccccc3)C(=O)OC,5.56
NPC Approved Name=isocaine,C[NH+]1C2CCC1[C@H]([C@H](C2)OC(=O)c3ccccc3)C(=O)OC,11.11
NPC Approved Name=isocaine,C[NH+]1C2CCC1[C@H]([C@H](C2)OC(=O)c3ccccc3)C(=O)OC,22.22
NPC Approved Name=fenoterol,CC(Cc1ccc(cc1)O)[NH2+]CC(c2cc(cc(c2)O)O)O,1.39
NPC Approved Name=fenoterol,CC(Cc1ccc(cc1)O)[NH2+]CC(c2cc(cc(c2)O)O)O,2.78
NPC Approved Name=fenoterol,CC(Cc1ccc(cc1)O)[NH2+]CC(c2cc(cc(c2)O)O)O,5.56
NPC Approved Name=fenoterol,CC(Cc1ccc(cc1)O)[NH2+]CC(c2cc(cc(c2)O)O)O,11.11
NPC Approved Name=fenoterol,CC(Cc1ccc(cc1)O)[NH2+]CC(c2cc(cc(c2)O)O)O,22.22
FDA Approved Drug=SCOPOLAMINE,C[NH+]1[C@@H]2C[C@H](C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)c4ccccc4,1.39
FDA Approved Drug=SCOPOLAMINE,C[NH+]1[C@@H]2C[C@H](C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)c4ccccc4,2.78
FDA Approved Drug=SCOPOLAMINE,C[NH+]1[C@@H]2C[C@H](C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)c4ccccc4,5.56
FDA Approved Drug=SCOPOLAMINE,C[NH+]1[C@@H]2C[C@H](C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)c4ccccc4,11.11
FDA Approved Drug=SCOPOLAMINE,C[NH+]1[C@@H]2C[C@H](C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)c4ccccc4,22.22
US Illegal/Scheduled Drug (Schedule 1)=Hydromorphinol,C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](CC[C@]3([C@H]1C5)O)O)O,1.39
US Illegal/Scheduled Drug (Schedule 1)=Hydromorphinol,C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](CC[C@]3([C@H]1C5)O)O)O,2.78
US Illegal/Scheduled Drug (Schedule 1)=Hydromorphinol,C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](CC[C@]3([C@H]1C5)O)O)O,5.56
US Illegal/Scheduled Drug (Schedule 1)=Hydromorphinol,C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](CC[C@]3([C@H]1C5)O)O)O,11.11
US Illegal/Scheduled Drug (Schedule 1)=Hydromorphinol,C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](CC[C@]3([C@H]1C5)O)O)O,22.22
"China Approved Name=hyoscine hydrobromide,WHO Essential Medicine=hyoscine hydrobromide,Australia Approved Name=HYOSCINE HYDROBROMIDE,FDA Approved Drug=METHSCOPOLAMINE BROMIDE",C[NH+]1C2CC(CC1C3C2O3)OC(=O)C(CO)c4ccccc4,1.39
"China Approved Name=hyoscine hydrobromide,WHO Essential Medicine=hyoscine hydrobromide,Australia Approved Name=HYOSCINE HYDROBROMIDE,FDA Approved Drug=METHSCOPOLAMINE BROMIDE",C[NH+]1C2CC(CC1C3C2O3)OC(=O)C(CO)c4ccccc4,2.78
"China Approved Name=hyoscine hydrobromide,WHO Essential Medicine=hyoscine hydrobromide,Australia Approved Name=HYOSCINE HYDROBROMIDE,FDA Approved Drug=METHSCOPOLAMINE BROMIDE",C[NH+]1C2CC(CC1C3C2O3)OC(=O)C(CO)c4ccccc4,5.56
"China Approved Name=hyoscine hydrobromide,WHO Essential Medicine=hyoscine hydrobromide,Australia Approved Name=HYOSCINE HYDROBROMIDE,FDA Approved Drug=METHSCOPOLAMINE BROMIDE",C[NH+]1C2CC(CC1C3C2O3)OC(=O)C(CO)c4ccccc4,11.11
"China Approved Name=hyoscine hydrobromide,WHO Essential Medicine=hyoscine hydrobromide,Australia Approved Name=HYOSCINE HYDROBROMIDE,FDA Approved Drug=METHSCOPOLAMINE BROMIDE",C[NH+]1C2CC(CC1C3C2O3)OC(=O)C(CO)c4ccccc4,22.22
Indian Approved Name=vildagliptin,C1C[C@H](N(C1)C(=O)C[NH2+]C23CC4CC(C2)CC(C4)(C3)O)C#N,1.39
Indian Approved Name=vildagliptin,C1C[C@H](N(C1)C(=O)C[NH2+]C23CC4CC(C2)CC(C4)(C3)O)C#N,2.78
Indian Approved Name=vildagliptin,C1C[C@H](N(C1)C(=O)C[NH2+]C23CC4CC(C2)CC(C4)(C3)O)C#N,5.56
Indian Approved Name=vildagliptin,C1C[C@H](N(C1)C(=O)C[NH2+]C23CC4CC(C2)CC(C4)(C3)O)C#N,11.11
Indian Approved Name=vildagliptin,C1C[C@H](N(C1)C(=O)C[NH2+]C23CC4CC(C2)CC(C4)(C3)O)C#N,22.22
NPC Approved Name=piroheptine,CC[NH+]1CCC(=C2c3ccccc3CCc4c2cccc4)C1C,1.39
NPC Approved Name=piroheptine,CC[NH+]1CCC(=C2c3ccccc3CCc4c2cccc4)C1C,2.78
NPC Approved Name=piroheptine,CC[NH+]1CCC(=C2c3ccccc3CCc4c2cccc4)C1C,5.56
NPC Approved Name=piroheptine,CC[NH+]1CCC(=C2c3ccccc3CCc4c2cccc4)C1C,11.11
NPC Approved Name=piroheptine,CC[NH+]1CCC(=C2c3ccccc3CCc4c2cccc4)C1C,22.22
Indian Approved Name=mesterolone,C[C@H]1CC(=O)C[C@H]2[C@]1([C@H]3CC[C@]4([C@H]([C@@H]3CC2)CC[C@@H]4O)C)C,1.39
Indian Approved Name=mesterolone,C[C@H]1CC(=O)C[C@H]2[C@]1([C@H]3CC[C@]4([C@H]([C@@H]3CC2)CC[C@@H]4O)C)C,2.78
Indian Approved Name=mesterolone,C[C@H]1CC(=O)C[C@H]2[C@]1([C@H]3CC[C@]4([C@H]([C@@H]3CC2)CC[C@@H]4O)C)C,5.56
Indian Approved Name=mesterolone,C[C@H]1CC(=O)C[C@H]2[C@]1([C@H]3CC[C@]4([C@H]([C@@H]3CC2)CC[C@@H]4O)C)C,11.11
Indian Approved Name=mesterolone,C[C@H]1CC(=O)C[C@H]2[C@]1([C@H]3CC[C@]4([C@H]([C@@H]3CC2)CC[C@@H]4O)C)C,22.22
NPC Approved Name=mestanolone,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,1.39
NPC Approved Name=mestanolone,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,2.78
NPC Approved Name=mestanolone,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,5.56
NPC Approved Name=mestanolone,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,11.11
NPC Approved Name=mestanolone,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,22.22
China Approved Name=cetylpyridinium chloride,CCCCCCCCCCCCCCCC[n+]1ccccc1,1.39
China Approved Name=cetylpyridinium chloride,CCCCCCCCCCCCCCCC[n+]1ccccc1,2.78
China Approved Name=cetylpyridinium chloride,CCCCCCCCCCCCCCCC[n+]1ccccc1,5.56
China Approved Name=cetylpyridinium chloride,CCCCCCCCCCCCCCCC[n+]1ccccc1,11.11
China Approved Name=cetylpyridinium chloride,CCCCCCCCCCCCCCCC[n+]1ccccc1,22.22
"China Approved Name=phenoxybenzamine,Indian Approved Name=phenoxybenzamine,FDA Approved Drug=PHENOXYBENZAMINE HYDROCHLORIDE",CC(COc1ccccc1)[NH+](CCCl)Cc2ccccc2,1.39
"China Approved Name=phenoxybenzamine,Indian Approved Name=phenoxybenzamine,FDA Approved Drug=PHENOXYBENZAMINE HYDROCHLORIDE",CC(COc1ccccc1)[NH+](CCCl)Cc2ccccc2,2.78
"China Approved Name=phenoxybenzamine,Indian Approved Name=phenoxybenzamine,FDA Approved Drug=PHENOXYBENZAMINE HYDROCHLORIDE",CC(COc1ccccc1)[NH+](CCCl)Cc2ccccc2,5.56
"China Approved Name=phenoxybenzamine,Indian Approved Name=phenoxybenzamine,FDA Approved Drug=PHENOXYBENZAMINE HYDROCHLORIDE",CC(COc1ccccc1)[NH+](CCCl)Cc2ccccc2,11.11
"China Approved Name=phenoxybenzamine,Indian Approved Name=phenoxybenzamine,FDA Approved Drug=PHENOXYBENZAMINE HYDROCHLORIDE",CC(COc1ccccc1)[NH+](CCCl)Cc2ccccc2,22.22
US Illegal/Scheduled Drug (Schedule 4)=Delorazepam,c1ccc(c(c1)C2=NCC(=O)Nc3c2cc(cc3)Cl)Cl,1.39
US Illegal/Scheduled Drug (Schedule 4)=Delorazepam,c1ccc(c(c1)C2=NCC(=O)Nc3c2cc(cc3)Cl)Cl,2.78
US Illegal/Scheduled Drug (Schedule 4)=Delorazepam,c1ccc(c(c1)C2=NCC(=O)Nc3c2cc(cc3)Cl)Cl,5.56
US Illegal/Scheduled Drug (Schedule 4)=Delorazepam,c1ccc(c(c1)C2=NCC(=O)Nc3c2cc(cc3)Cl)Cl,11.11
US Illegal/Scheduled Drug (Schedule 4)=Delorazepam,c1ccc(c(c1)C2=NCC(=O)Nc3c2cc(cc3)Cl)Cl,22.22
FDA Approved Drug=DICHLORPHENAMIDE,c1c(cc(c(c1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,1.39
FDA Approved Drug=DICHLORPHENAMIDE,c1c(cc(c(c1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,2.78
FDA Approved Drug=DICHLORPHENAMIDE,c1c(cc(c(c1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,5.56
FDA Approved Drug=DICHLORPHENAMIDE,c1c(cc(c(c1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,11.11
FDA Approved Drug=DICHLORPHENAMIDE,c1c(cc(c(c1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,22.22
"Indian Approved Name=melphalan,Australia Approved Name=MELPHALAN,FDA Approved Drug=MELPHALAN;MELPHALAN HYDROCHLORIDE",c1cc(ccc1C[C@@H](C(=O)[O-])[NH3+])N(CCCl)CCCl,1.39
"Indian Approved Name=melphalan,Australia Approved Name=MELPHALAN,FDA Approved Drug=MELPHALAN;MELPHALAN HYDROCHLORIDE",c1cc(ccc1C[C@@H](C(=O)[O-])[NH3+])N(CCCl)CCCl,2.78
"Indian Approved Name=melphalan,Australia Approved Name=MELPHALAN,FDA Approved Drug=MELPHALAN;MELPHALAN HYDROCHLORIDE",c1cc(ccc1C[C@@H](C(=O)[O-])[NH3+])N(CCCl)CCCl,5.56
"Indian Approved Name=melphalan,Australia Approved Name=MELPHALAN,FDA Approved Drug=MELPHALAN;MELPHALAN HYDROCHLORIDE",c1cc(ccc1C[C@@H](C(=O)[O-])[NH3+])N(CCCl)CCCl,11.11
"Indian Approved Name=melphalan,Australia Approved Name=MELPHALAN,FDA Approved Drug=MELPHALAN;MELPHALAN HYDROCHLORIDE",c1cc(ccc1C[C@@H](C(=O)[O-])[NH3+])N(CCCl)CCCl,22.22
"US Illegal/Scheduled Drug (Schedule 4)=Zaleplon,FDA Approved Drug=ZALEPLON",CCN(c1cccc(c1)c2ccnc3n2ncc3C#N)C(=O)C,1.39
"US Illegal/Scheduled Drug (Schedule 4)=Zaleplon,FDA Approved Drug=ZALEPLON",CCN(c1cccc(c1)c2ccnc3n2ncc3C#N)C(=O)C,2.78
"US Illegal/Scheduled Drug (Schedule 4)=Zaleplon,FDA Approved Drug=ZALEPLON",CCN(c1cccc(c1)c2ccnc3n2ncc3C#N)C(=O)C,5.56
"US Illegal/Scheduled Drug (Schedule 4)=Zaleplon,FDA Approved Drug=ZALEPLON",CCN(c1cccc(c1)c2ccnc3n2ncc3C#N)C(=O)C,11.11
"US Illegal/Scheduled Drug (Schedule 4)=Zaleplon,FDA Approved Drug=ZALEPLON",CCN(c1cccc(c1)c2ccnc3n2ncc3C#N)C(=O)C,22.22
NPC Approved Name=tilisolol,CC(C)(C)[NH2+]CC(COc1cn(c(=O)c2c1cccc2)C)O,1.39
NPC Approved Name=tilisolol,CC(C)(C)[NH2+]CC(COc1cn(c(=O)c2c1cccc2)C)O,2.78
NPC Approved Name=tilisolol,CC(C)(C)[NH2+]CC(COc1cn(c(=O)c2c1cccc2)C)O,5.56
NPC Approved Name=tilisolol,CC(C)(C)[NH2+]CC(COc1cn(c(=O)c2c1cccc2)C)O,11.11
NPC Approved Name=tilisolol,CC(C)(C)[NH2+]CC(COc1cn(c(=O)c2c1cccc2)C)O,22.22
"China Approved Name=capsaicin,Indian Approved Name=capsaicin",CC(C)/C=C/CCCCC(=O)NCc1ccc(c(c1)OC)O,1.39
"China Approved Name=capsaicin,Indian Approved Name=capsaicin",CC(C)/C=C/CCCCC(=O)NCc1ccc(c(c1)OC)O,2.78
"China Approved Name=capsaicin,Indian Approved Name=capsaicin",CC(C)/C=C/CCCCC(=O)NCc1ccc(c(c1)OC)O,5.56
"China Approved Name=capsaicin,Indian Approved Name=capsaicin",CC(C)/C=C/CCCCC(=O)NCc1ccc(c(c1)OC)O,11.11
"China Approved Name=capsaicin,Indian Approved Name=capsaicin",CC(C)/C=C/CCCCC(=O)NCc1ccc(c(c1)OC)O,22.22
"Indian Approved Name=iodochlorhydroxyquin;quiniodochlor;chinoform;clioquinol;iodochlorohydroxyquinoline;iodochlorohydroxyquin,FDA Approved Drug=CLIOQUINOL",c1cc2c(cc(c(c2nc1)O)I)Cl,1.39
"Indian Approved Name=iodochlorhydroxyquin;quiniodochlor;chinoform;clioquinol;iodochlorohydroxyquinoline;iodochlorohydroxyquin,FDA Approved Drug=CLIOQUINOL",c1cc2c(cc(c(c2nc1)O)I)Cl,2.78
"Indian Approved Name=iodochlorhydroxyquin;quiniodochlor;chinoform;clioquinol;iodochlorohydroxyquinoline;iodochlorohydroxyquin,FDA Approved Drug=CLIOQUINOL",c1cc2c(cc(c(c2nc1)O)I)Cl,5.56
"Indian Approved Name=iodochlorhydroxyquin;quiniodochlor;chinoform;clioquinol;iodochlorohydroxyquinoline;iodochlorohydroxyquin,FDA Approved Drug=CLIOQUINOL",c1cc2c(cc(c(c2nc1)O)I)Cl,11.11
"Indian Approved Name=iodochlorhydroxyquin;quiniodochlor;chinoform;clioquinol;iodochlorohydroxyquinoline;iodochlorohydroxyquin,FDA Approved Drug=CLIOQUINOL",c1cc2c(cc(c(c2nc1)O)I)Cl,22.22
Traditional Herbal Isolate=lycoricidinol,c1c2c(c(c3c1OCO3)[O-])C(=O)N[C@@H]4C2=C[C@@H]([C@H]([C@H]4O)O)O,1.39
Traditional Herbal Isolate=lycoricidinol,c1c2c(c(c3c1OCO3)[O-])C(=O)N[C@@H]4C2=C[C@@H]([C@H]([C@H]4O)O)O,2.78
Traditional Herbal Isolate=lycoricidinol,c1c2c(c(c3c1OCO3)[O-])C(=O)N[C@@H]4C2=C[C@@H]([C@H]([C@H]4O)O)O,5.56
Traditional Herbal Isolate=lycoricidinol,c1c2c(c(c3c1OCO3)[O-])C(=O)N[C@@H]4C2=C[C@@H]([C@H]([C@H]4O)O)O,11.11
Traditional Herbal Isolate=lycoricidinol,c1c2c(c(c3c1OCO3)[O-])C(=O)N[C@@H]4C2=C[C@@H]([C@H]([C@H]4O)O)O,22.22
Traditional Herbal Isolate=gallocatechin,c1c(cc(c(c1O)O)O)[C@@H]2[C@H](Cc3c(cc(cc3O2)O)O)O,1.39
Traditional Herbal Isolate=gallocatechin,c1c(cc(c(c1O)O)O)[C@@H]2[C@H](Cc3c(cc(cc3O2)O)O)O,2.78
Traditional Herbal Isolate=gallocatechin,c1c(cc(c(c1O)O)O)[C@@H]2[C@H](Cc3c(cc(cc3O2)O)O)O,5.56
Traditional Herbal Isolate=gallocatechin,c1c(cc(c(c1O)O)O)[C@@H]2[C@H](Cc3c(cc(cc3O2)O)O)O,11.11
Traditional Herbal Isolate=gallocatechin,c1c(cc(c(c1O)O)O)[C@@H]2[C@H](Cc3c(cc(cc3O2)O)O)O,22.22
Traditional Herbal Isolate=epigallocatechin,c1c(cc(c(c1O)O)O)[C@@H]2[C@@H](Cc3c(cc(cc3O2)O)O)O,1.39
Traditional Herbal Isolate=epigallocatechin,c1c(cc(c(c1O)O)O)[C@@H]2[C@@H](Cc3c(cc(cc3O2)O)O)O,2.78
Traditional Herbal Isolate=epigallocatechin,c1c(cc(c(c1O)O)O)[C@@H]2[C@@H](Cc3c(cc(cc3O2)O)O)O,5.56
Traditional Herbal Isolate=epigallocatechin,c1c(cc(c(c1O)O)O)[C@@H]2[C@@H](Cc3c(cc(cc3O2)O)O)O,11.11
Traditional Herbal Isolate=epigallocatechin,c1c(cc(c(c1O)O)O)[C@@H]2[C@@H](Cc3c(cc(cc3O2)O)O)O,22.22
Traditional Herbal Isolate=leucocyanidol,c1cc(c(cc1[C@@H]2[C@H]([C@H](c3c(cc(cc3O2)O)O)O)O)O)O,1.39
Traditional Herbal Isolate=leucocyanidol,c1cc(c(cc1[C@@H]2[C@H]([C@H](c3c(cc(cc3O2)O)O)O)O)O)O,2.78
Traditional Herbal Isolate=leucocyanidol,c1cc(c(cc1[C@@H]2[C@H]([C@H](c3c(cc(cc3O2)O)O)O)O)O)O,5.56
Traditional Herbal Isolate=leucocyanidol,c1cc(c(cc1[C@@H]2[C@H]([C@H](c3c(cc(cc3O2)O)O)O)O)O)O,11.11
Traditional Herbal Isolate=leucocyanidol,c1cc(c(cc1[C@@H]2[C@H]([C@H](c3c(cc(cc3O2)O)O)O)O)O)O,22.22
"China Approved Name=fluconazole,WHO Essential Medicine=fluconazole,Indian Approved Name=fluconazole,FDA Approved Drug=FLUCONAZOLE",c1cc(c(cc1F)F)C(Cn2cncn2)(Cn3cncn3)O,1.39
"China Approved Name=fluconazole,WHO Essential Medicine=fluconazole,Indian Approved Name=fluconazole,FDA Approved Drug=FLUCONAZOLE",c1cc(c(cc1F)F)C(Cn2cncn2)(Cn3cncn3)O,2.78
"China Approved Name=fluconazole,WHO Essential Medicine=fluconazole,Indian Approved Name=fluconazole,FDA Approved Drug=FLUCONAZOLE",c1cc(c(cc1F)F)C(Cn2cncn2)(Cn3cncn3)O,5.56
"China Approved Name=fluconazole,WHO Essential Medicine=fluconazole,Indian Approved Name=fluconazole,FDA Approved Drug=FLUCONAZOLE",c1cc(c(cc1F)F)C(Cn2cncn2)(Cn3cncn3)O,11.11
